P_SUID,YEAR_FROM_CODATE,HAPPY,SATIS_A,SATIS_B,CHNG_A,CHNG_B,CHNG_C,DIVRELPOP,DIVRACPOP,QB2A,QB2C,QB2D,OPENIDEN,POORASSIST,GOVSIZE1,ABRTLGL,GAYMARR,PAR2CHILD,PAR2CHILDA,CLIM1A,EVOL,GUIDE_A,GUIDE_B,GUIDE_C,GUIDE_D,RELTRAD,CURREL,UNAFFILDETAIL,BORNFINAL,RELPER,SPIRPER,RELCON_A,RELCON_B,RELCON_C,RELCON_D,RELCON_E,ATTNDPERRLS,ATTNDONRLS,CONGRACE,LEADRACE,RELIMP,MEMB,GOD,GOD2,HVN,HLL,SOUL,BIBIMP,HUMNTR_A,HUMNTR_B,PRAY,GRACE,PRAC_A,PRAC_B,PRAC_C,PRAC_D,EXP_A,EXP_B,EXP_C,EXP_D,EXP_E,EXP_F,EXP_G,SPIRACT_A,SPIRACT_B,SPIRACT_C,SPIRACT_D,SPIRACT_E,SPIRACT_F,RTRT,SECMEMB,VOL12_CPS,SCIMPACT,RELIMPACT,SCRLCON1,SPIRWORLD2,SECBEL1,SECBEL2,FRMREL,CHBORNFINAL,CHIMPREL_A,CHIMPREL_B,CHATTEND,CHCONGRACE,CHEDU1,CHEDU2,LIFEDIR,LIFESPIR,GTHGHT,MARITAL,RELMATCH,SPRELIMP,SPRELTALK,SPRELSIM,MARWHENREC,CHILDREN,KIDACT_A,KIDACT_B,KIDACT_C,RELINST_A,RELINST_B,RELINST_D,RELINST_E,RELINST_F,RELINST_G,SCPRY1,SCPRY2,RELDISP,CHRNAT,BIRTHDECADE,HISP,RACECMB,AFROHISP,EDUCREC,E2,EMPLSIT,USGEN,YEARLOCREC,MOVED,REG,PARTY,PARTYLN,IDEO,HH1REC,HH3REC,INTFREQ,INC_SDT1,GENDER,FERTREC
10046330,2023,2,3,3,3,1,1,3,3,1,1,2,1,99,99,1,1,1,1,77,99,5,3,3,3,100000,100000,3,,3,3,2,2,2,2,2,4,6,99,99,3,2,1,3,1,2,99,5,5,5,7,5,5,5,5,5,5,3,1,99,3,3,3,4,4,4,4,4,4,5,3,2,99,99,99,99,99,99,100000,,3,4,6,,1,1,3,2,4,1,1,4,4,4,7,1,2,2,2,2,1,1,2,2,2,4,4,99,99,6,1,1,2,2,2,1,3,4,1,1,2,,3,3,2,1,4,2,2
10046340,2023,2,3,3,2,1,1,1,1,1,2,2,1,1,2,1,1,2,,1,1,5,1,1,1,100000,100000,3,,4,1,2,2,2,2,2,6,6,,,4,2,1,3,2,2,1,5,5,5,2,5,5,5,1,5,1,1,1,1,1,1,1,2,2,4,1,3,1,3,2,2,2,1,2,2,2,2,10000,99,2,1,2,1,3,4,2,1,3,6,,,,,,1,2,2,2,1,1,1,2,1,2,4,4,4,4,6,2,1,2,3,3,1,3,4,1,1,3,2,5,2,1,2,4,2,1
10046470,2023,2,3,4,2,1,3,2,1,1,2,1,2,2,1,2,1,2,,3,1,3,1,2,1,100000,100000,3,,2,2,2,2,2,2,2,4,6,1,1,2,1,1,1,1,2,1,3,2,1,3,3,5,4,4,5,4,4,2,4,4,3,3,5,5,5,5,4,5,5,2,1,2,2,1,2,1,2,10000,1,2,1,2,1,1,3,2,4,2,2,0,2,2,1,,1,1,2,2,1,1,2,1,1,2,2,1,1,1,4,2,1,2,3,3,1,3,3,2,1,1,,3,3,2,2,5,2,2
10046610,2023,1,2,2,1,1,3,1,1,1,2,99,1,3,1,2,1,1,1,1,3,2,1,2,3,10000,10000,9,2,2,1,2,3,2,2,2,5,6,,,2,1,1,2,1,1,1,4,2,2,2,4,5,5,5,4,1,1,1,1,1,1,1,3,1,2,2,4,4,4,2,2,2,3,2,2,2,2,10000,2,2,2,2,1,1,2,3,1,2,1,0,2,4,1,6,2,,,,1,1,1,2,1,1,3,2,2,2,3,1,1,2,2,3,1,1,3,2,1,3,99,3,3,3,2,8,1,0
10046630,2023,2,2,1,2,2,3,3,1,1,2,2,2,99,1,1,3,1,1,77,2,2,2,2,1,1200,1000,9,2,2,3,2,2,2,2,2,5,2,,,2,1,1,1,1,2,1,2,3,1,4,3,5,5,4,5,4,5,4,2,3,2,2,99,5,5,99,5,5,5,2,2,3,3,1,1,2,2,1000,1,1,1,1,1,1,1,4,4,3,5,,,,,,2,,,,2,1,1,1,1,1,2,2,3,3,1,2,1,2,2,3,5,3,4,2,1,1,,3,1,,5,8,2,4
10046680,2023,2,2,2,2,3,3,3,3,2,2,2,2,1,2,1,4,2,,77,2,2,2,2,3,10000,10000,9,2,2,2,99,3,99,99,99,5,2,,,2,2,1,1,1,1,1,2,1,2,4,3,4,4,4,4,3,4,2,2,2,2,3,5,2,1,2,5,5,1,2,2,2,2,2,1,2,1,10000,2,2,1,5,,1,1,4,3,3,5,,,,,,2,,,,2,1,1,1,1,1,3,3,2,2,1,1,1,2,1,3,5,3,1,1,2,2,,3,1,,6,1,1,1
10046700,2024,2,3,2,2,2,2,2,1,2,1,1,2,3,1,3,4,1,1,2,2,2,2,2,4,1100,1000,9,1,2,2,2,2,2,2,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,2,2,1,3,1,1,2,3,2,4,1,5,5,5,5,4,2,2,3,3,1,2,2,1,100000,,3,3,5,,1,2,1,1,1,1,0,1,2,1,5,2,,,,2,2,2,1,1,1,1,2,1,1,3,2,1,2,3,3,1,3,4,2,1,3,1,2,3,3,2,7,1,4
10046750,2023,1,3,4,3,1,2,1,1,1,1,2,1,1,2,1,1,1,3,1,2,4,1,1,1,90002,90002,9,,3,2,99,1,99,99,99,5,6,,,2,2,1,2,1,1,1,4,4,2,5,4,5,5,4,2,1,2,1,3,3,1,2,2,5,5,4,5,5,5,2,2,2,3,2,2,2,2,10000,2,2,2,2,1,3,2,3,3,2,6,,,,,,2,,,,1,2,1,2,2,1,4,4,4,4,1,2,1,2,2,3,5,3,4,2,1,2,,4,1,,2,3,1,0
10046850,2023,1,3,1,1,1,2,1,1,1,1,2,1,3,2,1,2,2,,77,2,2,1,1,2,100000,100000,3,,2,2,2,2,2,2,2,4,6,6,6,2,2,1,2,1,2,1,2,2,2,1,2,4,1,2,4,1,2,1,4,1,2,1,5,4,2,1,1,1,5,2,2,3,3,2,2,2,2,40002,2,2,2,2,6,1,4,3,3,1,2,0,3,4,2,,1,1,1,2,1,1,1,2,2,2,2,2,2,2,4,1,4,1,4,3,5,3,2,2,1,3,99,3,3,2,2,6,1,4
10046880,2023,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,,1,2,1,2,2,1,30000,30000,9,2,1,2,2,2,2,2,2,2,5,2,2,1,1,1,1,1,2,1,2,1,1,2,1,4,1,4,4,4,3,1,3,4,1,2,4,5,5,4,5,4,5,3,1,3,3,1,2,2,2,30000,2,3,1,2,2,1,1,3,3,1,1,0,2,2,1,7,1,1,1,2,1,1,1,2,1,1,4,2,3,3,4,2,2,2,4,3,1,1,3,2,1,2,,3,3,2,1,6,1,1
10046920,2023,99,2,1,99,99,99,1,3,1,2,1,99,3,1,3,2,2,,77,2,3,2,2,4,1200,1000,9,2,2,3,2,1,2,2,2,4,5,1,1,2,1,1,1,1,2,1,3,2,2,2,4,4,3,1,4,3,3,2,4,4,2,3,3,2,4,4,5,5,5,2,1,3,3,1,2,2,2,10000,2,2,2,2,1,1,3,1,4,2,1,1,3,3,2,5,1,1,2,2,2,2,2,1,1,1,3,3,2,2,4,2,1,2,4,3,1,3,4,2,1,1,,3,3,2,2,6,2,0
10047020,2023,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,,1,1,4,1,1,1,100000,100000,3,,3,3,2,2,2,2,2,5,6,,,3,2,1,4,2,2,1,4,5,4,6,5,5,5,5,5,2,3,1,4,3,1,1,5,5,5,5,5,5,5,2,1,2,1,1,1,1,2,1000,2,3,1,1,1,3,4,2,2,3,1,0,4,4,1,4,2,,,,1,1,1,2,2,1,4,4,4,4,2,2,1,2,4,3,5,3,4,2,1,2,,4,2,2,1,8,2,2
10047030,2023,3,3,1,2,3,2,2,2,2,1,2,2,2,1,3,4,2,,2,2,1,2,2,3,1100,1000,9,1,1,2,2,2,2,2,2,4,1,6,6,1,2,1,1,1,1,1,1,1,2,1,2,3,3,3,3,1,1,1,1,2,1,1,2,2,5,1,5,5,5,2,2,3,2,1,2,2,1,1000,1,2,2,2,1,1,4,1,1,1,1,0,1,1,1,2,2,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,5,3,3,2,1,1,,2,2,2,2,99,2,1
10047080,2023,2,2,2,2,1,2,3,3,1,2,1,1,2,1,2,1,2,,1,2,1,1,1,2,10000,10000,9,2,2,1,2,3,2,2,2,3,5,1,6,1,1,1,1,1,1,1,2,1,1,1,3,4,4,4,5,2,4,1,1,1,1,1,5,5,5,3,5,5,5,2,2,2,1,2,2,2,2,10000,2,1,2,1,1,1,2,3,1,1,1,0,2,4,1,5,2,,,,1,2,1,1,1,1,3,3,1,1,4,2,1,2,4,3,1,3,4,2,1,4,1,2,3,3,1,8,2,2
10047100,2023,2,3,3,1,3,1,1,1,2,1,2,1,3,2,2,2,2,,1,1,1,3,3,2,100000,100000,3,,2,2,2,2,2,2,2,2,1,1,4,2,2,1,2,1,1,1,2,1,1,3,3,5,5,5,4,4,3,4,3,3,4,3,5,4,3,4,4,3,4,3,2,3,3,1,2,2,2,100000,,2,2,3,1,1,1,1,1,2,2,0,3,3,3,,2,,,,2,2,1,2,1,1,2,2,2,2,7,1,5,2,2,3,2,2,4,1,1,2,,5,2,1,1,1,2,1
10047110,2023,2,3,3,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,2,1,1,1,40002,40002,9,2,2,1,99,99,99,99,99,5,4,,,3,2,1,2,1,1,1,4,5,1,5,4,5,4,4,4,3,1,99,2,3,1,1,1,1,2,2,2,2,5,3,1,2,1,99,2,1,2,1000,1,2,1,2,1,3,2,2,1,3,1,1,4,3,2,5,2,,,,2,1,1,99,1,1,4,4,4,4,3,2,1,2,3,3,1,3,4,2,1,2,,4,2,2,2,2,2,0
10047120,2023,2,2,3,3,1,2,3,3,1,2,2,1,2,1,1,2,2,,3,1,3,1,1,2,10000,10000,9,2,3,2,2,3,2,2,2,6,5,,,3,2,1,3,1,1,1,3,3,3,6,3,5,4,4,4,3,3,2,4,3,1,2,3,1,2,2,5,5,5,2,2,3,3,1,2,2,2,10000,1,2,1,1,1,1,4,2,3,4,6,,,,,,2,,,,1,2,2,1,1,1,2,2,2,2,5,2,1,2,1,3,2,3,4,2,1,1,,3,1,,2,2,1,1
10047130,2024,2,2,2,2,3,2,2,3,2,2,2,1,2,2,3,3,1,3,2,2,2,2,2,2,1100,1000,9,1,1,1,2,2,2,2,2,1,1,6,6,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,1,2,5,2,4,4,5,5,5,2,2,3,2,1,2,2,2,1000,2,4,4,6,,1,1,1,1,1,1,0,1,1,2,7,1,1,1,2,2,2,2,1,1,1,1,1,1,1,6,2,1,2,4,3,3,3,1,2,1,1,,2,3,2,1,3,2,1
10047240,2023,1,3,1,3,1,3,3,3,1,1,2,1,3,2,2,1,1,3,77,1,2,2,2,5,10000,10000,9,1,1,1,2,3,2,2,2,2,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,3,1,99,1,1,1,1,1,5,1,5,3,5,5,5,2,2,3,2,2,2,2,1,1000,2,1,1,2,1,1,1,1,1,1,1,0,1,1,1,6,2,,,,2,1,99,99,1,1,99,2,99,99,1,2,1,2,1,3,5,3,4,2,1,2,,3,2,2,2,2,2,4
10047270,2023,1,1,1,3,2,2,2,3,2,2,1,2,2,1,4,4,1,1,77,2,1,1,1,2,10000,10000,9,2,1,1,2,3,2,2,2,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,5,2,5,5,5,2,2,2,1,2,2,2,2,2,2,10000,2,2,1,1,1,3,3,1,1,1,1,0,1,1,1,7,1,1,1,1,2,1,2,1,1,1,1,1,2,1,5,2,1,2,3,3,1,3,1,2,1,1,,2,3,2,1,8,1,3
10047300,2023,1,2,1,1,1,2,2,1,2,99,99,1,99,99,99,4,2,,99,99,1,1,1,1,1300,1000,9,1,1,1,2,2,2,2,2,1,5,2,2,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,3,1,5,1,1,1,1,1,5,2,5,1,5,1,5,2,2,1,99,99,2,2,2,1000,1,2,2,1,2,1,4,1,1,1,1,0,1,1,1,4,2,,,,1,1,1,2,1,1,1,1,4,4,3,2,2,99,99,3,5,3,3,2,1,4,99,99,2,2,6,99,2,2
10047370,2023,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,,1,1,4,1,1,1,100000,100000,2,,4,3,2,2,2,2,2,5,6,,,4,2,1,3,2,2,1,5,5,5,7,5,5,5,5,2,3,1,1,4,2,1,1,4,5,5,3,4,5,5,2,1,2,1,1,2,1,2,100000,,4,4,5,,1,1,4,3,4,1,1,3,4,4,6,1,2,2,2,1,1,1,2,1,1,4,4,3,4,4,2,1,2,3,2,3,3,2,2,1,3,2,4,3,2,2,8,2,2
10047520,2023,1,1,2,3,1,2,1,1,1,2,2,1,3,1,2,2,1,1,2,1,3,1,1,2,1200,1000,9,2,3,2,2,1,2,2,2,5,6,,,2,2,1,2,1,2,1,4,5,5,6,4,5,5,5,5,4,3,2,4,5,2,4,5,5,5,5,5,5,5,2,1,2,3,2,1,1,2,1000,2,2,1,2,1,1,4,2,2,4,1,1,3,4,2,7,2,,,,1,2,1,1,1,1,3,3,3,4,5,2,1,2,4,3,1,3,3,2,1,3,2,3,2,2,2,8,1,0
10047560,2023,2,2,3,3,1,1,1,1,1,1,1,2,2,1,2,2,1,3,3,1,4,1,1,1,10000,10000,9,2,3,3,2,3,2,2,2,5,5,,,3,1,2,2,2,2,2,5,,,6,5,5,5,5,5,4,3,3,5,3,3,3,5,5,5,5,5,5,5,2,1,2,3,1,1,1,2,10000,2,3,1,2,1,1,4,2,2,3,1,0,3,4,1,5,1,2,2,2,2,2,2,1,1,1,3,3,3,3,3,2,1,2,4,3,1,99,4,1,1,1,,2,3,3,2,99,1,3
10047810,2023,1,1,3,3,1,2,1,1,2,1,1,1,3,1,3,3,1,1,3,2,2,2,2,2,100000,100000,3,,1,1,1,99,99,99,99,5,6,,,1,2,1,1,2,2,1,3,1,2,1,4,5,3,3,4,1,1,1,1,2,1,1,3,5,5,1,5,2,5,2,1,3,2,2,2,2,1,100000,,2,3,2,1,1,3,1,1,3,5,,,,,,2,,,,2,2,2,1,1,2,2,2,3,2,1,2,1,2,4,3,5,1,1,2,1,3,1,3,1,,2,1,1,1
10047920,2023,3,5,3,3,1,1,1,1,1,2,2,1,1,2,1,1,2,,1,1,3,2,3,1,1200,1000,9,2,1,2,2,2,2,2,2,2,3,1,1,1,1,1,2,2,2,2,3,3,1,1,2,4,4,5,4,4,1,4,4,5,2,1,3,2,5,3,5,3,3,2,1,2,3,2,99,2,2,1000,2,3,2,1,1,1,4,3,1,1,1,0,1,2,1,3,2,,,,1,2,1,1,1,1,4,4,4,4,1,2,1,2,3,3,5,3,3,2,1,3,2,5,2,2,2,7,1,1
10047980,2023,2,4,1,2,2,2,2,1,2,1,1,1,2,1,4,3,1,1,2,3,1,2,2,2,1100,1000,9,1,1,1,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,2,2,5,1,4,2,1,1,2,2,2,1,2,1000,1,1,1,1,1,1,4,1,1,1,1,0,1,2,1,2,2,,,,2,2,2,1,1,1,1,1,1,1,1,2,1,2,3,3,5,3,4,2,1,1,,1,2,2,2,8,2,2
10048020,2023,2,4,2,99,99,3,99,99,1,99,2,99,99,99,1,2,2,,99,3,3,3,2,2,1200,1000,9,2,3,4,99,99,99,99,99,5,6,,,3,2,1,2,1,2,1,4,99,99,6,4,5,5,5,5,99,99,1,5,4,3,5,5,5,5,5,5,5,5,3,2,3,2,2,2,2,2,1000,2,3,3,4,1,1,3,4,4,4,5,,,,,,2,,,,99,99,99,99,1,1,2,2,3,3,1,2,1,2,99,3,5,1,4,2,2,99,99,3,1,,6,99,2,3
10048030,2023,2,3,3,2,1,2,3,2,1,2,2,2,2,1,2,2,1,1,2,3,4,3,3,4,10000,10000,9,2,3,3,99,3,99,99,99,6,6,,,3,2,1,1,1,1,1,5,3,3,6,5,5,5,5,5,4,5,4,5,4,4,4,5,5,5,5,5,5,5,2,2,3,3,1,2,2,2,10000,2,4,2,4,1,2,3,2,2,4,1,0,2,4,3,5,2,,,,1,2,2,2,2,1,4,4,4,4,3,2,1,2,1,3,2,3,4,2,2,3,99,3,3,3,1,6,2,1
10048100,2023,3,5,5,1,1,1,1,1,1,2,1,1,3,1,2,2,1,3,2,2,1,1,1,1,20000,20000,9,2,1,1,2,2,2,2,2,1,1,6,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,5,2,5,5,5,3,3,2,1,2,2,2,2,1,2,20000,2,1,2,1,1,1,4,4,4,1,5,,,,,,2,,,,2,2,2,1,1,1,3,1,1,2,1,2,1,2,4,3,5,3,4,2,1,3,2,2,3,3,2,4,2,3
10048110,2023,2,3,3,2,1,2,3,1,2,1,1,2,3,1,2,3,1,3,77,2,2,2,1,2,1100,1000,9,1,2,2,2,2,2,2,2,3,3,99,99,1,99,1,1,1,99,99,1,99,99,2,1,99,99,99,99,1,1,1,1,1,1,1,2,1,2,2,2,2,5,2,2,2,2,2,2,2,1,1000,99,99,99,99,,1,99,4,4,1,1,1,99,99,99,7,2,,,,1,2,2,1,1,1,2,2,2,2,5,99,9,99,2,2,1,3,2,2,1,1,,3,3,3,2,6,2,0
10048160,2023,2,3,3,3,2,3,3,3,2,2,1,2,3,1,2,3,1,3,77,2,2,99,2,2,1200,1000,9,1,2,1,2,2,2,2,2,2,4,1,1,2,1,1,1,1,2,1,2,3,2,2,4,4,1,1,4,1,1,1,1,1,1,1,5,99,5,1,5,5,5,2,1,2,2,2,2,2,2,1000,2,3,1,2,1,1,4,1,1,1,1,0,2,4,2,4,2,,,,1,99,1,1,1,1,2,2,2,2,2,2,1,2,4,3,5,3,1,2,1,1,,3,1,,2,8,1,2
10048310,2023,1,3,1,2,1,2,2,1,2,2,1,2,3,2,3,4,1,3,1,2,1,1,1,3,100000,100000,3,,1,1,2,2,2,2,2,5,2,,,1,2,1,1,1,99,1,1,1,1,1,2,5,1,1,1,1,1,1,99,1,1,1,5,2,4,1,5,4,5,2,1,2,2,2,2,2,1,1000,1,1,1,2,1,3,4,1,1,1,1,0,1,1,1,4,2,,,,2,1,1,2,1,1,1,1,1,1,3,2,1,2,2,3,5,3,4,1,1,1,,3,2,2,2,99,1,0
10048330,2024,2,3,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,,1,1,4,2,2,3,100000,100000,2,,3,3,2,2,2,2,2,5,5,,,3,1,1,3,2,2,1,5,5,4,5,4,4,4,4,5,3,3,1,4,3,3,3,4,3,5,4,4,4,5,2,1,2,3,2,2,2,2,100000,,3,3,4,1,1,1,3,3,3,1,0,4,4,2,7,1,2,2,2,1,2,1,2,1,1,4,4,3,3,6,2,1,2,4,3,1,3,4,1,1,2,,4,3,2,1,7,2,2
10048400,2023,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,,1,1,5,1,1,1,100000,100000,1,,4,3,2,2,2,2,2,6,6,,,4,2,2,1,2,2,2,5,,,7,5,5,5,5,5,1,4,1,5,4,1,4,5,5,5,5,5,5,5,2,2,2,1,1,1,1,2,1000,2,3,2,2,1,1,4,2,4,4,3,,,,,,2,,,,1,1,1,2,2,2,4,4,4,4,1,2,1,2,2,3,5,3,4,2,1,2,,5,1,,2,1,2,3
10048410,2023,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,3,1,1,1,100000,100000,2,,2,3,2,1,2,2,2,5,4,,,2,2,1,2,1,2,1,3,2,2,4,4,4,4,4,4,4,1,1,4,4,4,1,1,1,4,2,3,3,3,3,2,2,2,2,2,2,1,10000,1,3,2,3,5,3,3,2,3,2,3,,,,,,2,,,,1,2,1,2,2,1,2,2,2,99,7,2,1,2,1,1,1,3,4,1,1,4,1,2,1,,1,3,1,0
10048460,2023,2,2,2,2,1,2,1,3,1,2,1,1,3,1,3,2,1,1,2,3,2,2,2,3,1100,1000,9,1,2,2,2,2,2,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,1,2,1,1,1,1,1,4,2,2,1,5,2,3,2,1,3,2,1,2,2,2,1000,1,1,1,1,1,1,4,1,1,2,6,,,,,,2,,,,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,3,1,3,4,1,1,2,,3,1,,2,2,1,0
10048610,2024,2,2,3,1,1,1,1,1,1,2,2,1,1,2,1,1,2,,1,1,4,2,2,2,100000,100000,3,,4,3,2,2,2,2,2,6,6,,,4,2,2,2,2,2,1,5,,,7,5,5,5,5,5,3,2,3,3,3,2,2,5,5,5,5,5,5,5,2,2,2,3,1,1,1,2,100000,,4,4,5,,1,1,4,3,4,2,0,4,4,1,,2,,,,1,1,1,2,1,1,3,3,3,3,6,2,1,2,2,3,1,3,4,1,1,4,2,5,2,2,1,4,2,0
10048630,2024,2,2,2,2,3,2,3,3,2,2,2,1,1,2,3,3,1,1,77,2,3,3,2,3,10000,10000,9,1,2,2,2,3,2,2,2,3,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,1,1,1,1,1,1,2,4,1,4,4,5,5,5,2,2,3,2,1,2,2,1,1000,1,1,1,1,1,1,4,4,1,1,1,0,1,2,1,5,2,,,,1,1,1,1,1,1,2,2,1,1,4,2,1,2,2,3,3,3,4,2,1,1,,2,2,2,1,8,2,2
10048660,2023,1,3,2,2,1,2,2,1,2,2,1,2,2,1,4,4,1,3,1,2,1,1,1,2,1100,1000,9,1,2,1,2,2,2,2,2,5,5,,,2,2,1,1,1,1,1,1,2,1,2,3,3,4,4,4,3,4,2,3,3,1,3,2,4,4,4,4,5,5,2,1,3,2,2,2,2,1,1000,1,2,2,4,1,1,1,3,1,1,1,1,4,5,4,7,1,1,1,2,2,2,2,1,1,1,1,1,1,1,5,2,1,2,2,3,1,3,1,1,1,1,,2,3,2,2,7,2,3
10048680,2023,2,3,4,3,1,2,1,3,1,2,2,2,2,1,3,2,2,,1,2,3,2,2,2,1200,1000,9,2,3,3,2,2,2,2,2,5,6,,,3,2,1,2,1,1,1,4,5,2,7,5,5,5,5,4,3,2,2,5,3,2,2,5,5,5,4,5,5,5,2,2,2,2,1,2,2,2,1000,2,2,2,3,1,1,2,3,3,2,6,,,,,,1,2,2,2,2,1,2,1,1,1,2,2,2,2,5,2,1,2,2,3,1,3,2,2,1,1,,3,3,1,2,5,1,2
10048720,2024,2,3,3,2,1,2,2,1,2,2,2,2,3,1,1,4,1,3,2,1,4,1,1,1,100000,100000,3,,3,4,99,1,99,99,99,6,6,,,4,2,2,1,2,2,2,5,,,7,5,5,5,5,5,5,4,3,4,4,3,3,5,5,5,5,5,5,5,2,1,2,2,1,1,1,2,10000,2,2,1,4,1,1,1,2,2,4,3,,,,,,2,,,,2,1,2,2,1,2,3,3,2,3,3,2,1,99,1,3,1,3,4,1,1,1,,2,1,,2,3,1,4
10048800,2023,2,3,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,3,1,1,3,1,1,1,10000,10000,9,2,3,2,99,3,99,99,99,5,6,,,2,1,1,1,99,99,1,5,3,1,2,3,5,5,5,5,1,1,1,3,1,1,1,4,1,5,1,5,5,5,2,2,2,3,2,2,2,2,10000,2,2,2,2,1,1,3,2,4,3,5,,,,,,2,,,,1,1,1,2,1,2,3,2,2,3,1,2,1,2,3,3,5,3,4,2,1,3,2,3,1,,2,5,2,99
10048850,2023,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,5,1,1,1,50000,50000,9,,4,4,3,2,2,2,2,6,6,,,4,2,2,1,2,2,2,5,,,7,5,5,5,5,5,5,1,4,5,1,1,5,5,5,5,5,5,5,5,2,2,2,1,1,1,1,2,50000,,4,4,6,,1,1,4,4,5,1,0,4,5,1,4,2,,,,1,1,1,2,1,1,4,4,4,4,2,2,1,2,4,3,1,3,4,2,1,2,,5,2,2,1,8,1,2
10048860,2023,2,2,2,2,1,3,3,1,1,1,2,2,2,1,3,2,2,,3,2,1,1,1,1,90002,90002,9,,2,2,2,2,2,2,2,6,6,,,1,2,1,1,1,1,1,2,2,2,1,4,5,1,4,4,2,1,2,1,3,1,2,4,2,5,3,5,5,5,2,2,2,2,2,2,2,2,1000,2,3,2,3,1,1,3,1,1,1,1,1,2,3,2,5,2,,,,1,1,1,2,1,2,1,1,1,1,3,2,1,2,2,3,5,3,4,2,1,1,,2,2,2,2,4,1,0
10049000,2023,1,2,1,3,3,1,1,1,1,2,2,1,1,1,1,1,2,,1,1,4,1,1,1,100000,100000,3,,4,2,1,2,1,2,1,5,6,,,4,2,2,1,2,2,1,5,,,7,5,5,5,5,5,3,3,3,4,3,3,3,5,5,5,5,5,5,5,2,1,2,2,1,1,1,2,1000,2,4,3,2,1,1,1,2,2,5,1,0,4,5,1,8,2,,,,1,1,1,2,2,1,4,4,4,4,5,2,1,2,4,3,1,3,1,2,1,4,2,4,2,2,1,8,1,0
10049020,2024,2,3,4,2,3,2,3,3,2,1,1,1,2,1,1,2,2,,3,3,5,2,1,2,30000,30000,9,2,3,3,2,2,2,2,2,4,6,99,99,3,2,2,2,2,2,1,4,,,2,2,5,5,5,5,5,5,1,5,5,1,1,5,5,5,5,5,5,5,2,2,2,3,2,1,2,2,30000,2,3,2,2,99,2,2,2,4,3,6,,,,,,2,,,,1,1,1,2,2,2,2,2,3,2,4,2,1,2,1,3,1,1,4,2,1,1,,3,2,2,2,4,1,0
10049030,2023,2,2,3,3,1,2,1,1,2,2,2,1,2,1,1,3,1,1,1,3,2,2,1,2,1100,1000,9,2,2,1,2,2,2,2,2,6,2,,,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,3,1,1,1,1,1,1,1,3,2,3,2,5,4,5,2,1,2,2,2,2,2,1,1000,2,2,1,2,1,4,1,3,1,1,5,,,,,,2,,,,2,2,2,1,1,1,3,3,3,2,2,2,1,2,3,3,5,3,1,2,1,2,,3,3,3,2,8,2,1
10049090,2023,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4,1,2,,77,3,1,1,1,2,10000,10000,9,99,2,99,2,3,2,2,2,1,99,99,99,1,2,99,,99,1,99,2,,,99,3,5,5,5,5,99,99,99,99,99,99,99,5,5,5,5,5,5,5,2,2,2,99,99,99,99,99,900000,,2,2,99,,1,1,99,99,99,6,,,,,,1,2,2,2,2,2,2,2,1,1,99,99,99,99,5,1,5,1,1,3,4,2,4,1,1,2,,99,3,3,1,1,2,1
10049210,2023,2,3,2,1,1,3,1,1,1,2,1,1,2,1,2,1,2,,77,1,3,1,1,2,10000,10000,9,2,2,2,2,3,2,2,2,3,5,1,1,2,1,1,2,1,2,1,3,2,2,3,5,5,5,4,4,4,3,1,4,4,2,2,5,5,5,5,5,5,5,2,1,2,3,1,2,2,2,1000,2,3,3,3,1,1,2,3,1,3,1,0,4,5,1,6,1,2,1,2,1,1,1,2,1,1,4,4,4,4,4,2,1,2,3,3,1,3,4,2,1,3,1,3,3,2,1,8,2,1
